0.017,0.084
0.034,0.093
0.051,0.102
0.068,0.105
0.085,0.098
0.102,0.087
0.119,0.100
0.136,0.101
0.153,0.088
0.170,0.102
0.187,0.098
0.204,0.090
0.221,0.094
0.238,0.099
0.255,0.093
0.272,0.105
0.289,0.091
0.306,0.108
0.323,0.109
0.340,0.101
0.357,0.107
0.374,0.105
0.391,0.096
0.408,0.106
0.425,0.105
0.442,0.105
0.459,0.116
0.476,0.113
0.493,0.121
0.510,0.117
0.527,0.104
0.544,0.118
0.561,0.133
0.578,0.114
0.595,0.128
0.612,0.129
0.629,0.124
0.646,0.126
0.663,0.137
0.680,0.142
0.697,0.138
0.714,0.131
0.731,0.136
0.748,0.151
0.765,0.154
0.782,0.150
0.799,0.144
0.816,0.160
0.833,0.149
0.850,0.151
0.867,0.173
0.884,0.175
0.901,0.157
0.918,0.162
0.935,0.192
0.952,0.185
0.969,0.181
0.986,0.195
1.003,0.198
1.020,0.203
1.037,0.191
1.054,0.197
1.071,0.220
1.088,0.207
1.105,0.219
1.122,0.236
1.139,0.232
1.156,0.231
1.173,0.223
1.190,0.256
1.207,0.258
1.224,0.238
1.241,0.268
1.258,0.283
1.275,0.261
1.292,0.262
1.309,0.280
1.326,0.297
1.343,0.290
1.360,0.303
1.377,0.316
1.394,0.323
1.411,0.315
1.428,0.335
1.445,0.346
1.462,0.352
1.479,0.338
1.496,0.376
1.513,0.380
1.530,0.382
1.547,0.377
1.564,0.409
1.581,0.411
1.598,0.413
1.615,0.419
1.632,0.449
1.649,0.451
1.666,0.448
1.683,0.483
1.700,0.507
1.717,0.499
1.734,0.488
1.751,0.544
1.768,0.548
1.785,0.538
1.802,0.550
1.819,0.610
1.836,0.594
1.853,0.590
1.870,0.636
1.887,0.665
1.904,0.657
1.921,0.660
1.938,0.708
1.955,0.738
1.972,0.727
1.989,0.749
2.006,0.810
2.023,0.821
2.040,0.810
2.057,0.855
2.074,0.902
2.091,0.905
2.108,0.908
2.125,0.971
2.142,1.018
2.159,1.002
2.176,1.032
2.193,1.117
2.210,1.133
2.227,1.136
2.244,1.197
2.261,1.283
2.278,1.289
2.295,1.296
2.312,1.392
2.329,1.458
2.346,1.451
2.363,1.507
2.380,1.625
2.397,1.675
2.414,1.687
2.431,1.768
2.448,1.881
2.465,1.932
2.482,1.967
2.499,2.078
2.516,2.203
2.533,2.239
2.550,2.309
2.567,2.456
2.584,2.554
2.601,2.626
2.618,2.726
2.635,2.854
2.652,2.955
2.669,3.040
2.686,3.149
2.703,3.260
2.720,3.377
2.737,3.493
2.754,3.570
2.771,3.662
2.788,3.785
2.805,3.889
2.822,3.939
2.839,4.043
2.856,4.164
2.873,4.220
2.890,4.256
2.907,4.382
2.924,4.491
2.941,4.501
2.958,4.553
2.975,4.663
2.992,4.727
3.009,4.739
3.026,4.793
3.043,4.911
3.060,4.930
3.077,4.917
3.094,5.006
3.111,5.082
3.128,5.080
3.145,5.098
3.162,5.191
3.179,5.224
3.196,5.218
3.213,5.246
3.230,5.323
3.247,5.342
3.264,5.322
3.281,5.381
3.298,5.439
3.315,5.440
3.332,5.422
3.349,5.489
3.366,5.525
3.383,5.522
3.400,5.536
3.417,5.583
3.434,5.597
3.451,5.577
3.468,5.607
3.485,5.671
3.502,5.661
3.519,5.650
3.536,5.693
3.553,5.733
3.570,5.706
3.587,5.718
3.604,5.765
3.621,5.775
3.638,5.767
3.655,5.777
3.672,5.808
3.689,5.820
3.706,5.803
3.723,5.828
3.740,5.860
3.757,5.851
3.774,5.859
3.791,5.887
3.808,5.899
3.825,5.884
3.842,5.889
3.859,5.928
3.876,5.929
3.893,5.925
3.910,5.936
3.927,5.968
3.944,5.958
3.961,5.957
3.978,5.981
3.995,5.988
4.012,5.980
4.029,5.988
4.046,5.999
4.063,6.004
4.080,5.998
4.097,6.020
4.114,6.034
4.131,6.022
4.148,6.028
4.165,6.045
4.182,6.045
4.199,6.045
4.216,6.052
4.233,6.066
4.250,6.060
4.267,6.062
4.284,6.071
4.301,6.091
4.318,6.089
4.335,6.075
4.352,6.098
4.369,6.102
4.386,6.099
4.403,6.099
4.420,6.116
4.437,6.108
4.454,6.107
4.471,6.106
4.488,6.123
4.505,6.116
4.522,6.116
4.539,6.136
4.556,6.131
4.573,6.133
4.590,6.134
4.607,6.132
4.624,6.150
4.641,6.138
4.658,6.137
4.675,6.150
4.692,6.149
4.709,6.151
4.726,6.147
4.743,6.162
4.760,6.150
4.777,6.152
4.794,6.162
4.811,6.164
4.828,6.168
4.845,6.158
4.862,6.174
4.879,6.171
4.896,6.169
4.913,6.180
4.930,6.175
4.947,6.169
4.964,6.182
4.981,6.178
4.998,6.190
5.015,6.185
5.032,6.182
5.049,6.192
5.066,6.184
5.083,6.178
5.100,6.188
5.117,6.182
5.134,6.177
5.151,6.186
5.168,6.180
5.185,6.200
5.202,6.180
5.219,6.181
5.236,6.197
5.253,6.200
5.270,6.187
5.287,6.189
5.304,6.197
5.321,6.186
5.338,6.192
5.355,6.197
5.372,6.187
5.389,6.193
5.406,6.178
5.423,6.189
5.440,6.186
5.457,6.196
5.474,6.190
5.491,6.202
5.508,6.196
5.525,6.180
5.542,6.194
5.559,6.198
5.576,6.180
5.593,6.182
5.610,6.196
5.627,6.195
5.644,6.177
5.661,6.171
5.678,6.176
5.695,6.181
5.712,6.176
5.729,6.187
5.746,6.182
5.763,6.175
5.780,6.171
5.797,6.167
5.814,6.176
5.831,6.179
5.848,6.170
5.865,6.173
5.882,6.168
5.899,6.168
5.916,6.160
5.933,6.174
5.950,6.154
5.967,6.154
5.984,6.158
6.001,6.154
6.018,6.142
6.035,6.151
6.052,6.161
6.069,6.149
6.086,6.144
6.103,6.146
6.120,6.153
6.137,6.140
6.154,6.123
6.171,6.133
6.188,6.143
6.205,6.116
6.222,6.121
6.239,6.125
6.256,6.129
6.273,6.109
6.290,6.107
6.307,6.105
6.324,6.107
6.341,6.098
6.358,6.095
6.375,6.107
6.392,6.095
6.409,6.080
6.426,6.078
6.443,6.075
6.460,6.071
6.477,6.062
6.494,6.073
6.511,6.058
6.528,6.037
6.545,6.045
6.562,6.049
6.579,6.034
6.596,6.023
6.613,6.033
6.630,6.030
6.647,6.010
6.664,5.995
6.681,6.009
6.698,5.997
6.714,5.978
6.731,5.965
6.748,5.977
6.765,5.978
6.782,5.942
6.799,5.953
6.816,5.964
6.833,5.939
6.850,5.907
6.867,5.926
6.884,5.911
6.901,5.882
6.918,5.870
6.935,5.885
6.952,5.872
6.969,5.839
6.986,5.845
7.003,5.862
7.020,5.838
7.037,5.799
7.054,5.819
7.071,5.811
7.088,5.766
7.105,5.761
7.122,5.775
7.139,5.756
7.156,5.715
7.173,5.704
7.190,5.724
7.207,5.678
7.224,5.645
7.241,5.651
7.258,5.659
7.275,5.614
7.292,5.576
7.309,5.602
7.326,5.580
7.343,5.508
7.360,5.498
7.377,5.526
7.394,5.488
7.411,5.423
7.428,5.420
7.445,5.434
7.462,5.362
7.479,5.318
7.496,5.325
7.513,5.317
7.530,5.232
7.547,5.195
7.564,5.209
7.581,5.174
7.598,5.069
7.615,5.069
7.632,5.063
7.649,4.979
7.666,4.899
7.683,4.902
7.700,4.882
7.717,4.759
7.734,4.700
7.751,4.709
7.768,4.643
7.785,4.520
7.802,4.466
7.819,4.461
7.836,4.353
7.853,4.223
7.870,4.187
7.887,4.138
7.904,4.007
7.921,3.888
7.938,3.833
7.955,3.742
7.972,3.608
7.989,3.518
8.006,3.434
8.023,3.325
8.040,3.211
8.057,3.099
8.074,2.996
8.091,2.902
8.108,2.793
8.125,2.673
8.142,2.576
8.159,2.503
8.176,2.414
8.193,2.279
8.210,2.196
8.227,2.156
8.244,2.042
8.261,1.921
8.278,1.888
8.295,1.854
8.312,1.735
8.329,1.654
8.346,1.646
8.363,1.597
8.380,1.485
8.397,1.432
8.414,1.434
8.431,1.376
8.448,1.268
8.465,1.264
8.482,1.269
8.499,1.183
8.516,1.102
8.533,1.118
8.550,1.103
8.567,1.022
8.584,0.990
8.601,1.014
8.618,0.958
8.635,0.894
8.652,0.879
8.669,0.901
8.686,0.842
8.703,0.793
8.720,0.808
8.737,0.797
8.754,0.737
8.771,0.715
8.788,0.727
8.805,0.699
8.822,0.659
8.839,0.638
8.856,0.666
8.873,0.628
8.890,0.580
8.907,0.596
8.924,0.595
8.941,0.554
8.958,0.521
8.975,0.536
8.992,0.534
9.009,0.497
9.026,0.476
9.043,0.490
9.060,0.464
9.077,0.442
9.094,0.450
9.111,0.456
9.128,0.413
9.145,0.408
9.162,0.421
9.179,0.408
9.196,0.379
9.213,0.358
9.230,0.387
9.247,0.367
9.264,0.342
9.281,0.339
9.298,0.356
9.315,0.330
9.332,0.314
9.349,0.321
9.366,0.320
9.383,0.284
9.400,0.278
9.417,0.287
9.434,0.278
9.451,0.270
9.468,0.273
9.485,0.272
9.502,0.264
9.519,0.233
9.536,0.241
9.553,0.252
9.570,0.220
9.587,0.217
9.604,0.237
9.621,0.226
9.638,0.205
9.655,0.201
9.672,0.205
9.689,0.202
9.706,0.181
9.723,0.194
9.740,0.191
9.757,0.190
9.774,0.171
9.791,0.178
9.808,0.182
9.825,0.176
9.842,0.159
9.859,0.177
9.876,0.157
9.893,0.162
9.910,0.153
9.927,0.166
9.944,0.144
9.961,0.139
9.978,0.143
9.995,0.150
